사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2023-02,7호선,2749,철산,479877,488850,95684,95233,2023-03-03 09:44:36
2023-02,7호선,2750,광명사거리,435621,423133,141047,146105,2023-03-03 09:44:36
2023-02,7호선,2751,천왕,249133,231941,53370,53351,2023-03-03 09:44:36
2023-02,7호선,2752,온수(성공회대입구),212094,196512,37804,35904,2023-03-03 09:44:36
2023-02,8호선,2811,암사,408130,351387,99055,97454,2023-03-03 09:44:36
2023-02,8호선,2812,천호(풍납토성),327907,393473,79844,76746,2023-03-03 09:44:36
2023-02,8호선,2813,강동구청,218246,225148,62132,62824,2023-03-03 09:44:36
2023-02,8호선,2814,몽촌토성(평화의문),143408,147263,31443,31077,2023-03-03 09:44:36
2023-02,8호선,2815,잠실(송파구청),369756,447222,70959,69230,2023-03-03 09:44:36
2023-02,8호선,2816,석촌,165666,197367,48469,51591,2023-03-03 09:44:36
2023-02,8호선,2817,송파,181642,176922,57998,57779,2023-03-03 09:44:36
2023-02,8호선,2818,가락시장,152142,173053,57668,58840,2023-03-03 09:44:36
2023-02,8호선,2819,문정,490786,514648,59438,59143,2023-03-03 09:44:36
2023-02,8호선,2820,장지,391607,367722,76192,71762,2023-03-03 09:44:36
2023-02,8호선,2821,복정,206392,174258,36494,32906,2023-03-03 09:44:36
2023-02,8호선,2822,산성,111310,108652,30329,33125,2023-03-03 09:44:36
2023-02,8호선,2823,남한산성입구(성남법원.검찰청),281170,248477,74720,71764,2023-03-03 09:44:36
2023-02,8호선,2824,단대오거리,252362,244647,72604,70397,2023-03-03 09:44:36
2023-02,8호선,2825,신흥,101919,106032,40609,41940,2023-03-03 09:44:36
2023-02,8호선,2826,수진,102695,92115,43405,43006,2023-03-03 09:44:36
2023-02,8호선,2827,모란,80621,68451,54198,40678,2023-03-03 09:44:36
2023-02,8호선,2828,남위례,140385,146400,29082,28892,2023-03-03 09:44:36
2023-02,9호선,4101,개화,59380,37753,11066,8638,2023-03-03 09:44:36
2023-02,9호선,4102,김포공항,195026,284307,17955,21577,2023-03-03 09:44:36
2023-02,9호선,4103,공항시장,57503,61755,21310,22834,2023-03-03 09:44:36
2023-02,9호선,4104,신방화,141104,135587,43822,43780,2023-03-03 09:44:36
2023-02,9호선,4105,마곡나루(서울식물원),318755,311436,31773,30866,2023-03-03 09:44:36
2023-02,9호선,4106,양천향교,214153,218792,41823,41856,2023-03-03 09:44:36
2023-02,9호선,4107,가양,466318,453842,123964,121515,2023-03-03 09:44:36
2023-02,9호선,4108,증미,159006,148231,32191,31550,2023-03-03 09:44:36
2023-02,9호선,4109,등촌,232647,219347,76076,75755,2023-03-03 09:44:36
2023-02,9호선,4110,염창,410169,394106,68646,68264,2023-03-03 09:44:36
2023-02,9호선,4111,신목동,91414,77520,22161,20884,2023-03-03 09:44:36
2023-02,9호선,4112,선유도,197969,184859,25755,24616,2023-03-03 09:44:36
2023-02,9호선,4113,당산,462811,467878,63213,58532,2023-03-03 09:44:36
2023-02,9호선,4114,국회의사당,373342,389645,55990,50126,2023-03-03 09:44:36
2023-02,9호선,4115,여의도,711402,675258,47928,43350,2023-03-03 09:44:36
2023-02,9호선,4116,샛강,140249,140119,26304,26345,2023-03-03 09:44:36
2023-02,9호선,4117,노량진,622773,611231,81962,82238,2023-03-03 09:44:36
2023-02,9호선,4118,노들,94843,76289,30218,27797,2023-03-03 09:44:36
2023-02,9호선,4119,흑석(중앙대입구),167784,174909,51816,52459,2023-03-03 09:44:36
2023-02,9호선,4120,동작(현충원),37292,30905,10333,8920,2023-03-03 09:44:36
2023-02,9호선,4121,구반포,18970,20246,8408,8504,2023-03-03 09:44:36
2023-02,9호선,4122,신반포,77477,76783,21233,21195,2023-03-03 09:44:36
2023-02,9호선,4123,고속터미널,339507,479599,58305,67604,2023-03-03 09:44:36
2023-02,9호선,4124,사평,79272,76110,20295,20284,2023-03-03 09:44:36
2023-02,9호선,4125,신논현,818416,807246,51116,49766,2023-03-03 09:44:36
2023-02,공항철도 1호선,4201,서울역,298626,269885,31502,27634,2023-03-03 09:44:36
2023-02,공항철도 1호선,4202,공덕,63484,88269,7727,9626,2023-03-03 09:44:36
2023-02,공항철도 1호선,4203,홍대입구,371643,370878,17770,16276,2023-03-03 09:44:36
2023-02,공항철도 1호선,4204,디지털미디어시티,345670,321040,26303,24885,2023-03-03 09:44:36
2023-02,공항철도 1호선,4206,마곡나루(서울식물원),253684,245482,14782,15533,2023-03-03 09:44:36
2023-02,공항철도 1호선,4207,김포공항,285967,158917,21090,13960,2023-03-03 09:44:36
2023-02,공항철도 1호선,4208,계양,303769,278114,31529,29540,2023-03-03 09:44:36
2023-02,공항철도 1호선,4209,검암,162448,159658,15537,15472,2023-03-03 09:44:36
2023-02,공항철도 1호선,4210,청라국제도시,174892,165704,12353,12192,2023-03-03 09:44:36
2023-02,공항철도 1호선,4211,운서,209879,218767,26969,27354,2023-03-03 09:44:36
2023-02,공항철도 1호선,4212,공항화물청사,48877,51733,8566,8258,2023-03-03 09:44:36
2023-02,공항철도 1호선,4213,인천공항1터미널,315335,283216,24610,23110,2023-03-03 09:44:36
2023-02,공항철도 1호선,4215,인천공항2터미널,112368,96148,10848,9688,2023-03-03 09:44:36
2023-02,공항철도 1호선,4217,영종,86433,86835,19505,19245,2023-03-03 09:44:36
2023-02,9호선2~3단계,4126,언주,265425,270516,28047,27540,2023-03-03 09:44:36
2023-02,9호선2~3단계,4127,선정릉,235427,261506,25613,26637,2023-03-03 09:44:36
2023-02,9호선2~3단계,4128,삼성중앙,173184,180612,25382,24751,2023-03-03 09:44:36
2023-02,9호선2~3단계,4129,봉은사,497398,516574,50995,48584,2023-03-03 09:44:36
2023-02,9호선2~3단계,4130,종합운동장,109712,109175,19307,18197,2023-03-03 09:44:36
2023-02,9호선2~3단계,4131,삼전,164377,155165,35922,35079,2023-03-03 09:44:36
2023-02,9호선2~3단계,4132,석촌고분,147287,142864,36507,36583,2023-03-03 09:44:36
2023-02,9호선2~3단계,4133,석촌,214423,190296,36377,31646,2023-03-03 09:44:36
2023-02,9호선2~3단계,4134,송파나루,125183,131151,27161,28025,2023-03-03 09:44:36
2023-02,9호선2~3단계,4135,한성백제,59605,52086,15471,13673,2023-03-03 09:44:36
2023-02,9호선2~3단계,4136,올림픽공원(한국체대),174982,175797,28253,28198,2023-03-03 09:44:36
2023-02,9호선2~3단계,4137,둔촌오륜,21099,21041,5913,6353,2023-03-03 09:44:36
2023-02,9호선2~3단계,4138,중앙보훈병원,225348,190705,73484,71899,2023-03-03 09:44:36
2023-02,우이신설선,4701,북한산우이,49071,42578,32445,34270,2023-03-03 09:44:36
2023-02,우이신설선,4702,솔밭공원,42335,36473,27250,28205,2023-03-03 09:44:36
2023-02,우이신설선,4703,4.19민주묘지,47233,44686,34511,30732,2023-03-03 09:44:36
2023-02,우이신설선,4704,가오리,67986,64444,46606,47651,2023-03-03 09:44:36
2023-02,우이신설선,4705,화계,54032,48413,40854,41355,2023-03-03 09:44:36
2023-02,우이신설선,4706,삼양,29312,29324,24887,27483,2023-03-03 09:44:36
2023-02,우이신설선,4707,삼양사거리,34687,34309,33621,34120,2023-03-03 09:44:36
2023-02,우이신설선,4708,솔샘,121268,109566,36792,38333,2023-03-03 09:44:36
2023-02,우이신설선,4709,북한산보국문,126892,115291,41823,42149,2023-03-03 09:44:36
2023-02,우이신설선,4710,정릉,82952,74345,44495,42289,2023-03-03 09:44:36
2023-02,우이신설선,4711,성신여대입구(돈암),66086,78808,27682,27072,2023-03-03 09:44:36
2023-02,우이신설선,4712,보문,26879,27336,14637,14573,2023-03-03 09:44:36
2023-02,우이신설선,4713,신설동,31660,33066,27551,24564,2023-03-03 09:44:36
2023-02,신림선,4401,샛강,55006,69007,11856,11758,2023-03-03 09:44:36
2023-02,신림선,4402,대방,57617,44314,14998,12498,2023-03-03 09:44:36
2023-02,신림선,4403,서울지방병무청,54922,58339,20405,22138,2023-03-03 09:44:36
2023-02,신림선,4404,보라매,73404,67728,19844,17247,2023-03-03 09:44:36
2023-02,신림선,4405,보라매공원,36794,40349,13361,14565,2023-03-03 09:44:36
2023-02,신림선,4406,보라매병원,133771,142316,42685,42791,2023-03-03 09:44:36
2023-02,신림선,4407,당곡,85722,84433,31982,31564,2023-03-03 09:44:36
2023-02,신림선,4408,신림,31812,48493,13584,15648,2023-03-03 09:44:36
2023-02,신림선,4409,서원,70087,57106,20233,19928,2023-03-03 09:44:36
2023-02,신림선,4410,서울대벤처타운,177708,162462,54568,55451,2023-03-03 09:44:36
2023-02,신림선,4411,관악산(서울대),45556,44510,28428,28961,2023-03-03 09:44:36
